"","species","plot","endo_01","id","origin_01","dist_a","dist_b","birth","endo_status_from_check","year_t","size_t","flw_count_t","spike_a_t","spike_b_t","spike_c_t","spike_d_t","year_t1","surv_t1","size_t1","flw_count_t1","spike_a_t1","spike_b_t1","spike_c_t1","spike_d_t1","mean_spike_t","mean_spike_t1","age","max_birth","min_death","id_update"
"376","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2013,2,0,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"377","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2014,4,0,NA,NA,NA,NA,2015,1,5,0,NA,NA,NA,NA,NA,NA,3,2016,2019,NA
"378","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2015,5,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA,NA,NA,4,2016,2019,NA
"379","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2016,4,0,NA,NA,NA,NA,2017,1,4,0,NA,NA,NA,NA,NA,NA,0,2016,2019,NA
"380","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2017,4,0,NA,NA,NA,NA,2018,1,3,0,NA,NA,NA,NA,NA,NA,1,2016,2019,NA
"381","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2011,1,0,NA,NA,NA,NA,2012,1,5,0,NA,NA,NA,NA,NA,NA,0,2016,2020,NA
"382","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2012,5,0,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA,NA,NA,1,2016,2020,NA
"383","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2013,2,0,NA,NA,NA,NA,2014,1,4,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"384","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2014,4,0,NA,NA,NA,NA,2015,1,5,0,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"385","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2015,5,0,NA,NA,NA,NA,2016,1,3,1,42,NA,NA,NA,NA,42,4,2016,2020,NA
"386","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2016,3,1,42,NA,NA,NA,2017,1,1,0,NA,NA,NA,NA,42,NA,0,2016,2020,NA
"387","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2017,1,0,NA,NA,NA,NA,2018,1,2,0,NA,NA,NA,NA,NA,NA,1,2016,2020,NA
"388","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,2020,NA
"389","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,13,0,NA,NA,NA,NA,NA,NA,1,2016,2020,NA
"390","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2015,13,0,NA,NA,NA,NA,2016,1,2,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"391","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2016,2,0,NA,NA,NA,NA,2017,1,1,0,NA,NA,NA,NA,NA,NA,0,2016,2020,NA
"392","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2017,1,0,NA,NA,NA,NA,2018,1,2,0,NA,NA,NA,NA,NA,NA,1,2016,2020,NA
"393","POSY",5,1,"5_666",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,2018,NA
"394","POSY",5,1,"5_666",1,NA,NA,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,13,0,NA,NA,NA,NA,NA,NA,1,2016,2018,NA
"395","POSY",5,1,"5_666",1,NA,NA,2013,NA,2015,13,0,NA,NA,NA,NA,2016,1,5,0,NA,NA,NA,NA,NA,NA,2,2016,2018,NA
"396","POSY",5,1,"5_666",1,NA,NA,2013,NA,2016,5,0,NA,NA,NA,NA,2017,1,4,1,42,NA,NA,NA,NA,42,0,2016,2018,NA
"397","POSY",5,1,"5_666",1,NA,NA,2013,NA,2017,4,1,42,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA,42,NA,1,2016,2018,NA
"398","POSY",5,1,"5_667",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,2017,NA
"399","POSY",5,1,"5_667",1,NA,NA,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,13,0,NA,NA,NA,NA,NA,NA,1,2016,2017,NA
"400","POSY",5,1,"5_667",1,NA,NA,2013,NA,2015,13,0,NA,NA,NA,NA,2016,1,3,0,NA,NA,NA,NA,NA,NA,2,2016,2017,NA
"401","POSY",5,1,"5_667",1,NA,NA,2013,NA,2016,3,0,NA,NA,NA,NA,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,2017,NA
"402","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,Inf,NA
"403","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,7,0,NA,NA,NA,NA,NA,NA,1,2016,Inf,NA
"404","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2015,7,0,NA,NA,NA,NA,2016,1,4,1,28,NA,NA,NA,NA,28,2,2016,Inf,NA
"405","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2016,4,1,28,NA,NA,NA,2017,1,5,2,15,27,NA,NA,28,21,0,2016,Inf,NA
"406","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2017,5,2,15,27,NA,NA,2018,1,1,0,NA,NA,NA,NA,21,NA,1,2016,Inf,NA
"407","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,2020,NA
"408","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,7,0,NA,NA,NA,NA,NA,NA,1,2016,2020,NA
"409","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2015,7,0,NA,NA,NA,NA,2016,1,2,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"410","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2016,2,0,NA,NA,NA,NA,2017,1,9,2,28,33,NA,NA,NA,30.5,0,2016,2020,NA
"411","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2017,9,2,28,33,NA,NA,2018,1,1,0,NA,NA,NA,NA,30.5,NA,1,2016,2020,NA
"412","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2016,Inf,NA
"413","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,7,0,NA,NA,NA,NA,NA,NA,1,2016,Inf,NA
"414","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2015,7,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA,NA,NA,2,2016,Inf,NA
"415","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2016,4,0,NA,NA,NA,NA,2017,1,6,0,NA,NA,NA,NA,NA,NA,0,2016,Inf,NA
"416","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2017,6,0,NA,NA,NA,NA,2018,1,4,0,NA,NA,NA,NA,NA,NA,1,2016,Inf,NA
"417","POSY",12,1,"12_132",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,2014,NA
"418","POSY",12,1,"12_168",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2013,2018,NA
"419","POSY",12,1,"12_168",1,NA,NA,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA,NA,NA,1,2013,2018,NA
"420","POSY",12,1,"12_168",1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,1,1,0,NA,NA,NA,NA,NA,NA,2,2013,2018,NA
"421","POSY",12,1,"12_168",1,NA,NA,2013,NA,2016,1,0,NA,NA,NA,NA,2017,1,5,0,NA,NA,NA,NA,NA,NA,3,2013,2018,NA
"422","POSY",12,1,"12_168",1,NA,NA,2013,NA,2017,5,0,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2013,2018,NA
"423","POSY",20,1,"20_273",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,5,0,NA,NA,NA,NA,NA,NA,0,2014,2018,NA
"424","POSY",20,1,"20_273",1,NA,NA,2013,NA,2014,5,0,NA,NA,NA,NA,2015,1,7,2,30,81,NA,NA,NA,55.5,1,2014,2018,NA
"425","POSY",20,1,"20_273",1,NA,NA,2013,NA,2015,7,2,30,81,NA,NA,2016,1,4,1,47,NA,NA,NA,55.5,47,2,2014,2018,NA
"426","POSY",20,1,"20_273",1,NA,NA,2013,NA,2016,4,1,47,NA,NA,NA,2017,1,6,3,41,62,51,NA,47,51.3333333333333,2,2014,2018,NA
"427","POSY",20,1,"20_273",1,NA,NA,2013,NA,2017,6,3,41,62,51,NA,2018,0,NA,NA,NA,NA,NA,NA,51.3333333333333,NA,3,2014,2018,NA
"428","POSY",20,1,"20_401",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA,NA,NA,0,2014,2018,NA
"429","POSY",20,1,"20_401",1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA,NA,NA,1,2014,2018,NA
"430","POSY",20,1,"20_401",1,NA,NA,2013,NA,2015,4,0,NA,NA,NA,NA,2016,1,7,3,58,103,61,NA,NA,74,2,2014,2018,NA
"431","POSY",20,1,"20_401",1,NA,NA,2013,NA,2016,7,3,58,103,61,NA,2017,1,5,1,42,NA,NA,NA,74,42,2,2014,2018,NA
"432","POSY",20,1,"20_401",1,NA,NA,2013,NA,2017,5,1,42,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA,42,NA,3,2014,2018,NA
"433","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,1,0,NA,NA,NA,NA,NA,NA,0,2014,2019,NA
"434","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2014,1,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA,NA,NA,1,2014,2019,NA
"435","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2015,4,0,NA,NA,NA,NA,2016,1,7,2,69,71,NA,NA,NA,70,2,2014,2019,NA
"436","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2016,7,2,69,71,NA,NA,2017,1,9,1,73,NA,NA,NA,70,73,2,2014,2019,NA
"437","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2017,9,1,73,NA,NA,NA,2018,1,6,2,23,39,NA,NA,73,31,3,2014,2019,NA
"438","POSY",20,1,"20_403",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,1,0,NA,NA,NA,NA,NA,NA,0,2014,2018,NA
"439","POSY",20,1,"20_403",1,NA,NA,2013,NA,2014,1,0,NA,NA,NA,NA,2015,1,2,0,NA,NA,NA,NA,NA,NA,1,2014,2018,NA
"440","POSY",20,1,"20_403",1,NA,NA,2013,NA,2015,2,0,NA,NA,NA,NA,2016,1,2,0,NA,NA,NA,NA,NA,NA,2,2014,2018,NA
"441","POSY",20,1,"20_403",1,NA,NA,2013,NA,2016,2,0,NA,NA,NA,NA,2017,1,1,0,NA,NA,NA,NA,NA,NA,2,2014,2018,NA
"442","POSY",20,1,"20_403",1,NA,NA,2013,NA,2017,1,0,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2014,2018,NA
"443","POSY",20,1,"20_404",1,NA,NA,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA,NA,NA,0,2014,2017,NA
"444","POSY",20,1,"20_404",1,NA,NA,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,1,0,NA,NA,NA,NA,NA,NA,1,2014,2017,NA
"445","POSY",20,1,"20_404",1,NA,NA,2013,NA,2015,1,0,NA,NA,NA,NA,2016,1,1,0,NA,NA,NA,NA,NA,NA,2,2014,2017,NA
"446","POSY",20,1,"20_404",1,NA,NA,2013,NA,2016,1,0,NA,NA,NA,NA,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2014,2017,NA
"447","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2014,2019,NA
"448","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA,NA,NA,1,2014,2019,NA
"449","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2015,4,0,NA,NA,NA,NA,2016,1,5,2,39,82,NA,NA,NA,60.5,2,2014,2019,NA
"450","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2016,5,2,39,82,NA,NA,2017,1,12,3,48,81,62,NA,60.5,63.6666666666667,2,2014,2019,NA
"451","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2017,12,3,48,81,62,NA,2018,1,5,0,NA,NA,NA,NA,63.6666666666667,NA,3,2014,2019,NA
"452","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA,NA,NA,0,2014,2021,NA
"453","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,4,1,64,NA,NA,NA,NA,64,1,2014,2021,NA
"454","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2015,4,1,64,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA,64,NA,2,2014,2021,NA
"455","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2016,4,0,NA,NA,NA,NA,2017,1,18,4,59,65,39,NA,NA,54.3333333333333,2,2014,2021,NA
"456","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2017,18,4,59,65,39,NA,2018,1,21,4,32,34,12,NA,54.3333333333333,26,3,2014,2021,NA
"457","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA,NA,NA,0,2014,Inf,NA
"458","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2014,3,0,NA,NA,NA,NA,2015,1,6,1,89,NA,NA,NA,NA,89,1,2014,Inf,NA
"459","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2015,6,1,89,NA,NA,NA,2016,1,24,4,66,34,43,NA,89,47.6666666666667,2,2014,Inf,NA
"460","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2016,24,4,66,34,43,NA,2017,1,17,6,51,48,39,NA,47.6666666666667,46,2,2014,Inf,NA
"461","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2017,17,6,51,48,39,NA,2018,1,19,0,NA,NA,NA,NA,46,NA,3,2014,Inf,NA
"462","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA,NA,NA,0,2014,2019,NA
"463","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2014,2,0,NA,NA,NA,NA,2015,1,3,0,NA,NA,NA,NA,NA,NA,1,2014,2019,NA
"464","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2015,3,0,NA,NA,NA,NA,2016,1,3,0,NA,NA,NA,NA,NA,NA,2,2014,2019,NA
"465","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2016,3,0,NA,NA,NA,NA,2017,1,8,2,12,47,NA,NA,NA,29.5,2,2014,2019,NA
"466","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2017,8,2,12,47,NA,NA,2018,1,1,0,NA,NA,NA,NA,29.5,NA,3,2014,2019,NA
"467","POSY",149,0,"149_174",1,NA,NA,2012,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,2013,NA
"468","POSY",149,0,"149_174",1,NA,NA,2012,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,2013,NA
"469","POSY",149,0,"149_174",1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,2013,NA
"470","POSY",149,0,"149_174",1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,2013,NA
"471","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2013,1,0,NA,NA,NA,NA,2014,1,6,0,NA,NA,NA,NA,NA,NA,0,2014,2020,NA
"472","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2014,6,0,NA,NA,NA,NA,2015,1,15,6,32,39,60,NA,NA,43.6666666666667,1,2014,2020,NA
"473","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2015,15,6,32,39,60,NA,2016,1,12,3,49,52,64,NA,43.6666666666667,55,2,2014,2020,NA
"474","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2016,12,3,49,52,64,NA,2017,1,10,4,39,66,27,NA,55,44,2,2014,2020,NA
"475","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2017,10,4,39,66,27,NA,2018,1,10,2,36,46,NA,NA,44,41,3,2014,2020,NA
"476","POSY",14,0,"14_490",1,2.254,1.024,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"477","POSY",14,0,"14_491",1,2.204,0.991,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"478","POSY",14,0,"14_492",1,2.186,1.034,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"479","POSY",14,0,"14_493",1,2.131,1.07,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"480","POSY",14,0,"14_494",1,2.086,1.082,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"481","POSY",14,0,"14_495",1,2.059,0.993,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"482","POSY",14,0,"14_496",1,2.125,0.949,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2022,NA
"483","POSY",14,0,"14_497",1,2.081,0.913,2018,NA,2017,NA,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"484","LOAR",37,1,"37_A1",1,2.541,2.126,2013,1,2012,NA,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA,NA,NA,-1,2014,Inf,NA
"485","LOAR",37,1,"37_A1",1,2.541,2.126,2013,1,2013,2,0,NA,NA,NA,NA,2014,1,14,0,NA,NA,NA,NA,NA,NA,0,2014,Inf,NA
"486","LOAR",37,1,"37_A1",1,2.541,2.126,2014,1,2014,14,0,NA,NA,NA,NA,2015,1,2,0,NA,NA,NA,NA,NA,NA,0,2014,Inf,NA
"487","LOAR",37,1,"37_A1",1,2.541,2.126,2014,1,2015,2,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA,NA,NA,1,2014,Inf,NA
"488","LOAR",37,1,"37_A1",1,2.541,2.126,2014,1,2016,2,0,NA,NA,NA,NA,2017,1,1,0,NA,NA,NA,NA,NA,NA,2,2014,Inf,NA
"489","LOAR",37,1,"37_A1",1,2.541,2.126,2014,1,2017,1,0,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA,NA,NA,3,2014,Inf,NA
"490","ELRI",107,1,"107_H10",1,0.762,2.054,2017,NA,2018,1,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2017,Inf,NA
"491","ELRI",107,1,"107_H10",1,0.762,2.054,2017,NA,2019,1,0,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,3,2017,Inf,NA
"492","ELRI",107,1,"107_H10",1,0.762,2.054,2017,NA,2020,1,0,NA,NA,NA,NA,2021,1,2,0,NA,NA,NA,NA,NA,NA,4,2017,Inf,NA
"493","ELRI",107,1,"107_H10",1,0.762,2.054,2017,NA,2021,2,0,NA,NA,NA,NA,2022,1,2,0,NA,NA,NA,NA,NA,NA,5,2017,Inf,NA
"494","FESU",126,0,"126_325",1,1.817,0.722,2016,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2018,2019,NA
"495","LOAR",37,1,"37_A1",1,2.541,2.126,2014,1,2018,1,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,4,2014,Inf,NA
"496","POSY",1,1,"1_375",1,3.718,3.538,2013,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,5,2,17,54,NA,NA,NA,35.5,4,2014,2018,NA
"497","POSY",1,1,"1_375",1,3.718,3.538,2013,NA,2019,5,2,17,54,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,35.5,NA,5,2014,2018,NA
"498","POSY",1,1,"1_376",1,3.666,3.627,2013,NA,2018,2,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,4,2014,2020,NA
"499","POSY",1,1,"1_376",1,3.666,3.627,2013,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2014,2020,NA
