"","species","plot","endo_01","id","origin_01","dist_a","dist_b","birth","endo_status_from_check","year_t","size_t","flw_count_t","spike_a_t","spike_b_t","spike_c_t","spike_d_t","year_t1","surv_t1","size_t1","flw_count_t1","spike_a_t1","spike_b_t1","spike_c_t1","spike_d_t1","mean_spike_t","mean_spike_t1","age","max_birth","min_death","id_update"
"500","POSY",1,1,"1_377",1,3.615,3.566,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"501","POSY",1,1,"1_380",1,3.547,3.541,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"502","POSY",1,1,"1_385",1,2.371,3.315,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"503","POSY",1,1,"1_399",1,2.551,3.418,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"504","POSY",1,1,"1_523",1,3.544,3.615,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"505","POSY",1,1,"1_524",1,3.612,3.628,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"506","POSY",1,1,"1_525",1,3.359,3.555,2016,NA,2018,5,2,26,46,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,36,NA,2,2016,2019,NA
"507","POSY",1,1,"1_540",1,3.133,3.53,2014,NA,2018,2,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,Inf,NA
"508","POSY",1,1,"1_540",1,3.133,3.53,2014,NA,2019,1,0,NA,NA,NA,NA,2020,1,2,0,NA,NA,NA,NA,NA,NA,3,2016,Inf,NA
"509","POSY",1,1,"1_540",1,3.133,3.53,2014,NA,2020,2,0,NA,NA,NA,NA,2021,1,4,1,55,NA,NA,NA,NA,55,4,2016,Inf,NA
"510","POSY",1,1,"1_540",1,3.133,3.53,2014,NA,2021,4,1,55,NA,NA,NA,2022,1,1,0,NA,NA,NA,NA,55,NA,5,2016,Inf,NA
"511","POSY",2,0,"2_74b",1,1.598,1.932,2015,NA,2018,9,2,18,41,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,29.5,NA,5,2014,2019,NA
"512","POSY",2,0,"2_98",1,2.685,3.027,2013,NA,2018,5,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,4,2014,2020,NA
"513","POSY",2,0,"2_98",1,2.685,3.027,2013,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2014,2020,NA
"514","POSY",5,1,"5_501",1,2.589,0.745,2013,NA,2018,8,2,67,70,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,68.5,NA,4,2014,2019,NA
"515","POSY",5,1,"5_576",1,1.14,2.351,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"516","POSY",5,1,"5_580",1,1.251,2.235,2013,NA,2018,2,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"517","POSY",5,1,"5_582",1,1.433,2.727,2013,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"518","POSY",5,1,"5_583",1,1.302,2.482,2013,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"519","POSY",5,1,"5_630",1,1.535,1.965,2014,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"520","POSY",5,1,"5_631",1,1.545,2.027,2014,NA,2018,2,0,NA,NA,NA,NA,2019,1,3,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"521","POSY",5,1,"5_631",1,1.545,2.027,2014,NA,2019,3,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"522","POSY",5,1,"5_633",1,1.525,2.04,2014,NA,2018,6,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"523","POSY",5,1,"5_636",1,1.9,2.134,2014,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"524","POSY",5,1,"5_637",1,1.878,2.099,2014,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"525","POSY",5,1,"5_638",1,1.819,2.1,2014,NA,2018,2,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"526","POSY",5,1,"5_640",1,1.882,2.177,2014,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"527","POSY",5,1,"5_641",1,1.254,2.449,2014,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"528","POSY",5,1,"5_642",1,1.182,2.418,2013,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"529","POSY",5,1,"5_645",1,1.127,2.315,2013,NA,2018,2,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"530","POSY",5,1,"5_646",1,1.14,2.285,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"531","POSY",5,1,"5_648",1,1.272,2.257,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"532","POSY",5,1,"5_652",1,1.246,2.359,2013,NA,2018,1,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"533","POSY",5,1,"5_652",1,1.246,2.359,2013,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"534","POSY",5,1,"5_653",1,1.24,2.33,2013,NA,2018,7,0,NA,NA,NA,NA,2019,1,7,0,NA,NA,NA,NA,NA,NA,2,2016,2021,NA
"535","POSY",5,1,"5_653",1,1.24,2.33,2013,NA,2019,7,0,NA,NA,NA,NA,2020,1,10,1,44,NA,NA,NA,NA,44,3,2016,2021,NA
"536","POSY",5,1,"5_653",1,1.24,2.33,2013,NA,2020,10,1,44,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,44,NA,4,2016,2021,NA
"537","POSY",5,1,"5_659",1,1.503,2.506,2011,NA,2018,7,1,49,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,49,NA,2,2016,2020,NA
"538","POSY",5,1,"5_659",1,1.503,2.506,2011,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"539","POSY",5,1,"5_662",1,1.512,2.453,2016,NA,2018,3,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"540","POSY",5,1,"5_662",1,1.512,2.453,2016,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"541","POSY",5,1,"5_663",1,1.433,2.536,2011,NA,2018,3,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2016,2019,NA
"542","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2018,2,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"543","POSY",5,1,"5_664",1,1.427,2.611,2011,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"544","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2018,2,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"545","POSY",5,1,"5_665",1,1.603,2.515,2013,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"546","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2018,1,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,Inf,NA
"547","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2019,1,0,NA,NA,NA,NA,2020,1,7,1,52,NA,NA,NA,NA,52,3,2016,Inf,NA
"548","POSY",5,1,"5_668",1,1.383,2.587,2013,NA,2020,7,1,52,NA,NA,NA,2021,1,7,0,NA,NA,NA,NA,52,NA,4,2016,Inf,NA
"549","POSY",5,1,"5_668",1,0.653,2.527,2013,NA,2021,7,0,NA,NA,NA,NA,2022,1,7,0,NA,NA,NA,NA,NA,NA,5,2016,Inf,NA
"550","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2018,1,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,2020,NA
"551","POSY",5,1,"5_669",1,1.366,2.555,2013,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2016,2020,NA
"552","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2018,4,0,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,2,2016,Inf,NA
"553","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2019,1,0,NA,NA,NA,NA,2020,1,9,1,48,NA,NA,NA,NA,48,3,2016,Inf,NA
"554","POSY",5,1,"5_670",1,1.41,2.604,2013,NA,2020,9,1,48,NA,NA,NA,2021,1,9,2,33,76,NA,NA,48,54.5,4,2016,Inf,NA
"555","POSY",5,1,"5_670",1,0.0649,2.529,2013,NA,2021,9,2,33,76,NA,NA,2022,1,12,3,43,4,44,NA,54.5,30.3333333333333,5,2016,Inf,NA
"556","POSY",7,0,"7_257",1,1.868,2.109,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"557","POSY",7,0,"7_257",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"558","POSY",7,0,"7_257",1,2.941,2.867,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"559","POSY",7,0,"7_258",1,1.839,2.1,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"560","POSY",7,0,"7_258",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"561","POSY",7,0,"7_258",1,2.84,2.655,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"562","POSY",7,0,"7_259",1,1.843,2.075,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"563","POSY",7,0,"7_259",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"564","POSY",7,0,"7_259",1,3.147,2.762,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"565","POSY",7,0,"7_260",1,1.858,2.033,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"566","POSY",7,0,"7_260",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"567","POSY",7,0,"7_260",1,3.118,2.738,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"568","POSY",7,0,"7_261",1,1.575,1.895,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"569","POSY",7,0,"7_261",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"570","POSY",7,0,"7_261",1,3.221,2.695,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"571","POSY",7,0,"7_262",1,1.533,1.92,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"572","POSY",7,0,"7_262",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"573","POSY",7,0,"7_262",1,3.322,2.596,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"574","POSY",7,0,"7_263",1,1.508,1.93,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"575","POSY",7,0,"7_263",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"576","POSY",7,0,"7_263",1,3.465,2.551,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"577","POSY",7,0,"7_264",1,1.455,1.936,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"578","POSY",7,0,"7_264",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"579","POSY",7,0,"7_264",1,3.552,2.479,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"580","POSY",7,0,"7_265",1,1.482,1.809,2019,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2020,NA
"581","POSY",7,0,"7_265",1,NA,NA,2019,NA,2019,1,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"582","POSY",7,0,"7_265",1,3.498,2.558,2020,NA,2020,NA,NA,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2020,NA
"583","POSY",12,1,"12_132",1,NA,NA,2013,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,6,1,56,NA,NA,NA,NA,56,8,2013,2014,NA
"584","POSY",12,1,"12_132",1,NA,NA,2013,NA,2020,6,1,56,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,56,NA,9,2013,2014,NA
"585","POSY",12,1,"12_168",1,NA,NA,2013,NA,2018,NA,NA,NA,NA,NA,NA,2019,1,6,0,NA,NA,NA,NA,NA,NA,6,2013,2018,NA
"586","POSY",12,1,"12_168",1,NA,NA,2013,NA,2019,6,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,7,2013,2018,NA
"587","POSY",20,1,"20_402",1,1.751,1.733,2013,NA,2018,6,2,23,39,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,31,NA,4,2014,2019,NA
"588","POSY",20,1,"20_405",1,2.642,2.307,2013,NA,2018,5,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"589","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2018,21,4,32,34,12,NA,2019,1,11,0,NA,NA,NA,NA,26,NA,4,2014,2021,NA
"590","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2019,11,0,NA,NA,NA,NA,2020,1,7,0,NA,NA,NA,NA,NA,NA,5,2014,2021,NA
"591","POSY",20,1,"20_408",1,2.832,3.082,2013,NA,2020,7,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,6,2014,2021,NA
"592","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2018,19,0,NA,NA,NA,NA,2019,1,3,0,NA,NA,NA,NA,NA,NA,4,2014,Inf,NA
"593","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2019,3,0,NA,NA,NA,NA,2020,1,9,3,67,81,63,NA,NA,70.3333333333333,5,2014,Inf,NA
"594","POSY",20,1,"20_409",1,2.824,3.211,2013,NA,2020,9,3,67,81,63,NA,2021,1,10,2,53,69,NA,NA,70.3333333333333,61,6,2014,Inf,NA
"595","POSY",20,1,"20_409",1,2.841,3.181,2013,NA,2021,10,2,53,69,NA,NA,2022,1,15,5,71,63,68,NA,61,67.3333333333333,7,2014,Inf,NA
"596","POSY",20,1,"20_410",1,2.235,1.197,2013,NA,2018,1,0,NA,NA,NA,NA,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2014,2019,NA
"597","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2018,10,2,36,46,NA,NA,2019,1,3,0,NA,NA,NA,NA,41,NA,4,2014,2020,NA
"598","POSY",150,0,"150_306",1,1.881,1.971,2013,NA,2019,3,0,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,5,2014,2020,NA
"599","POSY",14,0,"14_490",1,2.254,1.024,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"600","POSY",14,0,"14_490",1,2.254,1.024,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"601","POSY",14,0,"14_490",1,2.035,2.674,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"602","POSY",14,0,"14_491",1,2.204,0.991,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"603","POSY",14,0,"14_491",1,2.204,0.991,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"604","POSY",14,0,"14_491",1,1.883,1.281,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"605","POSY",14,0,"14_492",1,2.186,1.034,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"606","POSY",14,0,"14_492",1,2.186,1.034,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"607","POSY",14,0,"14_492",1,1.704,1.092,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"608","POSY",14,0,"14_493",1,2.131,1.07,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"609","POSY",14,0,"14_493",1,2.131,1.07,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"610","POSY",14,0,"14_493",1,1.715,1.06,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"611","POSY",14,0,"14_494",1,2.086,1.082,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"612","POSY",14,0,"14_494",1,2.086,1.082,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"613","POSY",14,0,"14_494",1,1.631,1.04,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"614","POSY",14,0,"14_495",1,2.059,0.993,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"615","POSY",14,0,"14_495",1,2.059,0.993,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"616","POSY",14,0,"14_495",1,2.059,0.993,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"617","POSY",14,0,"14_496",1,2.125,0.949,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2022,NA
"618","POSY",14,0,"14_496",1,2.125,0.949,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2022,NA
"619","POSY",14,0,"14_496",1,1.792,0.896,2018,NA,2020,1,0,NA,NA,NA,NA,2021,1,1,0,NA,NA,NA,NA,NA,NA,0,2020,2022,NA
"620","POSY",14,0,"14_496",1,1.792,0.896,2018,NA,2021,1,0,NA,NA,NA,NA,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2020,2022,NA
"621","POSY",14,0,"14_497",1,2.081,0.913,2018,NA,2018,1,0,NA,NA,NA,NA,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
"622","POSY",14,0,"14_497",1,2.081,0.913,2018,NA,2019,NA,NA,NA,NA,NA,NA,2020,1,1,0,NA,NA,NA,NA,NA,NA,-1,2020,2021,NA
"623","POSY",14,0,"14_497",1,1.984,0.747,2018,NA,2020,1,0,NA,NA,NA,NA,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2020,2021,NA
